1.686666	1.404615
1.726959	1.378827
1.697948	1.353846
1.681831	1.357875
1.63912	1.304688
1.612527	1.225714
1.701172	1.224102
1.664908	1.270842
1.681831	1.407838
1.751135	1.389303
1.688278	1.220879
1.506959	1.059706
1.537582	1.180586
1.591575	1.26923
1.759194	1.254725
1.704395	1.02989
1.668131	1.186227
1.605274	1.295824
1.791428	1.387692
1.759999	1.134652
1.725347	1.117728
1.621392	1.220073
1.762417	1.344175
1.584322	1.115311
1.455384	1.066153
1.605274	1.18945
1.739853	1.432014
1.631062	1.207179
1.701978	1.215238
1.730183	1.14271
1.618168	1.242637
1.622197	1.123369
1.547252	1.192674
1.680219	1.219267
1.705201	1.170109
1.809963	1.285347
1.631062	1.233772
1.663296	1.265201
1.633479	1.221684
1.664102	1.112893
1.710036	1.160439
1.714065	1.24989
1.751135	1.261978
1.66652	1.178168
1.62945	1.089523
1.743076	1.211208
1.718095	1.246666
1.737435	1.24586
1.546446	1.011355
1.616556	1.100805
1.636703	1.207985
1.567399	1.158827
1.695531	9.79E-01
1.630256	1.024249
1.650402	1.173333
1.686666	1.254725
1.583516	1.015384
1.747912	1.011355
1.784981	1.077435
1.785787	1.205567
1.781758	1.066153
1.627838	1.073406
1.726959	1.120952
1.743076	1.220879
1.597216	1.120146
1.617362	1.079853
1.656044	1.13304
1.677802	1.087106
1.546446	1.204761
1.856703	1.065348
1.884102	1.186227
1.602051	1.173333
1.103223	1.211208
1.173333	1.147545
1.463443	1.258754
2.023516	1.287765
2.33619	1.192674
1.984835	1.087912
1.876849	1.211208
1.800292	1.353846
1.476337	1.307106
1.187838	1.0863
1.308717	1.289377
1.76564	1.367545
2.230622	1.342564
2.127472	1.058901
1.780952	1.157216
1.28293	1.299047
9.70E-01	1.415091
1.391721	1.274065
1.843003	1.197509
1.975164	1.285347
2.027545	1.340952
1.824468	1.192674
1.622197	1.228131
1.546446	1.196703
1.321611	1.303076
1.357069	1.311941
1.473113	1.337728
1.650402	1.27326
1.914725	1.328058
1.878461	1.263589
1.841391	1.342564
1.710842	1.287765
1.703589	1.206373
1.649597	1.180586
1.686666	1.340952
1.563369	1.434432
1.607692	1.433626
1.612527	1.275677
1.460219	1.245054
1.550476	1.37641
1.733406	1.531941
1.776923	1.494871
1.789816	1.298241
1.710036	1.563369
1.750329	1.874432
1.66249	1.891355
1.610915	1.694725
1.598021	1.855897
1.589963	2.057362
1.574651	2.179047
1.63912	2.198388
1.623809	2.287838
1.785787	2.572307
1.710036	2.687545
1.680219	2.677875
1.451355	2.6263
1.626227	2.843882
1.706007	3.01956
1.72293	2.952674
1.867179	3.041318
1.717289	2.887399
1.73663	3.105787
1.63912	2.948644
1.560952	2.964761
1.617362	3.088058
1.546446	2.971208
1.644761	2.897875
1.642344	2.756043
1.846227	2.790695
2.067838	2.823736
1.708424	2.71575
1.981611	2.681098
1.098388	2.727838
2.071868	2.629523
1.623003	2.432087
1.801904	2.121831
2.119413	2.210476
1.87282	2.199194
1.435238	2.272527
1.614944	2.043663
1.397362	2.023516
1.369963	2.054139
1.550476	2.037215
1.449743	1.856703
1.659267	1.697948
1.878461	1.830109
2.000146	1.801098
1.938901	1.719706
1.71326	1.692307
1.604468	1.708424
1.491648	1.81238
1.569816	1.647985
1.527106	1.597216
1.560952	1.407838
1.685054	1.451355
1.72293	1.347399
1.867179	1.461025
1.61978	1.384468
1.701978	1.360293
1.838974	1.344175
1.805128	1.308717
1.726959	1.390915
1.57304	1.238608
1.61978	1.181391
1.672966	1.220879
1.620586	1.326446
1.828498	1.378827
1.712454	1.304688
1.706813	1.197509
1.541611	1.28293
1.593186	1.336923
1.649597	1.386886
1.561758	1.051648
1.681831	1.178974
1.672161	1.370769
1.66249	1.381245
1.637509	1.231355
1.674578	1.230549
1.726959	1.37238
1.598021	1.403809
1.714065	1.236996
1.623809	1.172527
1.608498	1.135457
1.789011	1.36271
1.695531	1.22249
1.623809	1.320805
1.544835	1.261978
1.589157	1.219267
1.59238	1.20315
1.701172	1.230549
1.757582	1.275677
1.614139	1.108058
1.687472	1.16608
1.822051	1.256336
1.696336	1.369963
1.660879	1.261172
1.581904	1.112893
1.59641	1.130622
1.673772	1.246666
1.671355	1.250695
1.498095	1.126593
1.659267	9.86E-01
1.708424	1.147545
1.667325	1.264395
1.622197	1.303076
1.430402	9.40E-01
1.681831	1.0726
1.841391	1.212014
1.764835	1.23619
2.269304	1.015384
1.738241	1.04923
1.324029	1.138681
1.235384	1.16608
1.217655	1.04923
1.696336	1.087106
1.995311	1.148351
1.714871	1.237802
1.365934	1.288571
1.193479	1.104835
1.506959	1.030695
1.884908	1.172527
2.111355	1.257142
2.078315	1.178974
1.874432	9.69E-01
1.870402	1.286153
1.550476	1.368351
1.391721	1.266007
1.301465	1.051648
1.436849	1.095164
1.579487	1.204761
1.727765	1.250695
1.710036	1.064542
1.766446	1.099194
1.714065	1.316776
1.642344	1.337728
1.86315	1.254725
1.665714	1.193479
1.646373	1.11934
1.670549	1.323223
1.606886	1.227326
1.50293	1.236996
1.597216	1.219267
1.660073	1.374798
1.600439	1.298241
1.734212	1.402197
1.742271	1.490842
1.606886	1.394945
1.601245	1.332087
1.627838	1.57304
1.726959	1.80271
1.683443	1.795457
1.785787	1.792234
1.691501	1.925201
1.697142	2.135531
1.67619	2.269304
1.491648	2.200805
1.605274	2.198388
1.586739	2.39663
1.67619	2.554578
1.689084	2.656923
1.825274	2.68271
1.537582	2.598901
1.518241	2.773772
1.675384	3.011501
1.775311	2.843076
1.58271	2.598095
1.640732	2.709303
1.589157	2.788278
1.734212	2.801172
1.68989	2.702051
1.938901	2.723003
